53, Lia Rosalinda, Azabache Molina, 40319251, liarosalinda.azabachemolina@usmp.pe, FEMENINO, 2O42K6gyeN, 230423, 240531
54, Arnold Fernando, Castro Caballero, 22151572, arnoldfernando.castrocaballero@gmail.com, MASCULINO, 0q3kgGxQq9, 230906, 
55, Angelina, Llanque Garcia, 33151160, angelina.llanquegarcia@gmail.com, FEMENINO, J1WcnXuaXy, 231214, 241127
56, Francisco Cristobal, Jacome Cuba, 90088966, franciscocristobal.jacomecuba@email.com, MASCULINO, 2fhPYAjNky, 230929, 
57, Oscar Jesus, Huaman Granados, 24046007, oscarjesus.huamangranados@usmp.pe, MASCULINO, Q38hf3E5iP, 230803, 
58, Karim Ivan, Andia Pinedo, 64364555, karimivan.andiapinedo@test.com, MASCULINO, MJ7aGw1B8H, 230124, 240530
59, Yitzak, Villalobos Ortega, 65612117, yitzak.villalobosortega@test.com, MASCULINO, 2vTh7Lwxqv, 230612, 240505
60, Fabio, Farfan Cordova, 22152723, fabio.farfancordova@gmail.com, MASCULINO, HfTUBiGV1Y, 230622, 240125
61, Maricruz, Acha Estrada, 65030304, maricruz.achaestrada@usmp.pe, FEMENINO, fDPencwuMz, 230119, 240508
62, Angelina, Alegre Vera, 86190407, angelina.alegrevera@example.com, FEMENINO, eS71aRZzuw, 231107, 
63, Jose Eder, Gonzalez Morante, 83633043, joseeder.gonzalezmorante@gmail.com, MASCULINO, X2hkfSZAoe, 231231, 240409
64, Ronald, Nicodemos Rengifo, 88919394, ronald.nicodemosrengifo@hotmail.com, MASCULINO, QoyvNgAV6w, 230526, 
65, Sofia, Aguilar Aymara, 59319856, sofia.aguilaraymara@gmail.com, FEMENINO, lVpFH90mM4, 231008, 240802
66, Junior Nestor, Vera Bertolotti, 63828743, juniornestor.verabertolotti@example.com, MASCULINO, xKKE2nvzsA, 230623, 
67, Jazmin, Figueroa Montalvo, 58536040, jazmin.figueroamontalvo@hotmail.com, FEMENINO, mFPMEU0sMO, 230527, 
68, Medaly Lidia, Alaya Corrales, 74107876, medalylidia.alayacorrales@gmail.com, FEMENINO, JMbSZUI1Dv, 230216, 
69, Deyvis, Mamani Viru, 55626792, deyvis.mamaniviru@hotmail.com, MASCULINO, 26fcYMtW21, 231213, 240203
70, Monica Jimena, Ancco Palomino, 29192771, monicajimena.anccopalomino@hotmail.com, FEMENINO, II1aXgOSfC, 230707, 
71, Ignacio, Loayza Guerra, 20831405, ignacio.loayzaguerra@hotmail.com, MASCULINO, TaogCmv5XN, 231213, 
72, Camila, Acosta Culqui, 49791500, camila.acostaculqui@hotmail.com, FEMENINO, qB9QiTRpwB, 231228, 
73, Lia Nayeli, Quispe Gonzales, 56970244, lianayeli.quispegonzales@gmail.com, FEMENINO, gkt6Opb4ca, 231105, 
74, Daniela Franchesca, Reyes Balcazar, 33830030, danielafranchesca.reyesbalcazar@test.com, FEMENINO, gAdeSXE3sa, 230526, 240425
75, Jimena Abigail, Cardenas Armas, 75344114, jimenaabigail.cardenasarmas@example.com, FEMENINO, yBzzSQRi2F, 231015, 240107
76, Angelo, Bruno Caballero, 11605837, angelo.brunocaballero@test.com, MASCULINO, EY4J8aRh1S, 230712, 240410
77, Omar, Brena Echeandia, 41127011, omar.brenaecheandia@gmail.com, MASCULINO, qAiZ8TQSCD, 230618, 
78, Hernando, Valle Montoya, 85919290, hernando.vallemontoya@test.com, MASCULINO, l20u9vfDxb, 230828, 240529
79, Junior, Arratia Rojas, 16084165, junior.arratiarojas@email.com, MASCULINO, fq2kPBPA0g, 230501, 
80, Laura Maricruz, Limay Amodeo, 62353237, lauramaricruz.limayamodeo@usmp.pe, FEMENINO, ZV5hf18Z82, 230525, 
81, Kenyi, Alcas Arbulu, 47511097, kenyi.alcasarbulu@test.com, MASCULINO, mQqmiPrhYX, 230612, 241031
82, Angelo, Estrada Poma, 06224223, angelo.estradapoma@email.com, MASCULINO, jRH6bS7smf, 230927, 
83, Vanesa Raquel, Auccapuma Apaza, 60328415, vanesaraquel.auccapumaapaza@usmp.pe, FEMENINO, 7nK0ZhDOvv, 230726, 
84, Arturo Guillermo, Romero Benavente, 76396643, arturoguillermo.romerobenavente@gmail.com, MASCULINO, dJy984SMr1, 230710, 240112
85, Giovanna, Ancori Huamani, 44114130, giovanna.ancorihuamani@test.com, FEMENINO, TIHXSn58px, 230414, 240404
86, Deyvis Lucas, Ancori Carmona, 98358561, deyvislucas.ancoricarmona@usmp.pe, MASCULINO, wRWIwqEKGk, 231122, 240516
87, Ivonne Vanesa, Aliaga Salvatierra, 82503280, ivonnevanesa.aliagasalvatierra@usmp.pe, FEMENINO, AeQHyzYtnz, 230120, 240127
88, Martina, Soria Galvez, 32807189, martina.soriagalvez@example.com, FEMENINO, KS7RokL86s, 230921, 240523
89, Veronica, Arapa Prada, 34065274, veronica.arapaprada@gmail.com, FEMENINO, iQLDfhJl0O, 230824, 
90, Marcelo, Asencios Vilchez, 43221818, marcelo.asenciosvilchez@usmp.pe, MASCULINO, NXOXgMeKl9, 230623, 240209
91, Ronaldo, Alva Amancay, 48227657, ronaldo.alvaamancay@test.com, MASCULINO, EuOhlIuf6P, 230412, 240410
92, Rous, Vilcayauri Villalobos, 56987676, rous.vilcayaurivillalobos@email.com, FEMENINO, jBeCEW93mm, 230811, 240321
93, Patricia Elena, Armas Davila, 45966240, patriciaelena.armasdavila@usmp.pe, FEMENINO, dyEjS1bsuB, 230424, 240120
94, Alonso Igor, Granados Julcarima, 19461303, alonsoigor.granadosjulcarima@example.com, MASCULINO, CMvREP8qPI, 230703, 
95, Jeffer, Sullca Campos, 45650724, jeffer.sullcacampos@usmp.pe, MASCULINO, MqgHye0GaY, 240101, 240520
96, Ingrid, Viru Pinedo, 25070531, ingrid.virupinedo@test.com, FEMENINO, wIL8EGtatu, 230822, 
97, Martin, Paredes Alegria, 63256847, martin.paredesalegria@hotmail.com, MASCULINO, eYZjHgdu3p, 230921, 240118
98, Pedro Ramon, Barrios Asin, 67165549, pedroramon.barriosasin@test.com, MASCULINO, cs9PxjPZJR, 231205, 240528
99, Antony Tito, Soto Andrade, 19121119, antonytito.sotoandrade@gmail.com, MASCULINO, C0Mwg6xROH, 230212, 240314
100, Cristhiam, Carrasco Torres, 58836236, cristhiam.carrascotorres@example.com, MASCULINO, KfpLKMys8K, 230313, 240512
101, Alvaro Isaias, Ipanaque Verastegui, 08254318, alvaroisaias.ipanaqueverastegui@example.com, MASCULINO, g5XlMtCfm0, 230125, 
102, Jasmin Yahaira, Alegria Barrera, 66444683, jasminyahaira.alegriabarrera@gmail.com, FEMENINO, Pl7i0lEYuo, 230910, 240419
103, Robert Enzo, Soria Camones, 94075650, robertenzo.soriacamones@hotmail.com, MASCULINO, mqVuOXT3Yt, 230217, 240425
104, Victoria, Velez Laurente, 94994000, victoria.velezlaurente@email.com, FEMENINO, 5xdxk4IMFg, 230621, 
105, Viviana Mariane, Rebolledo Molina, 80232935, vivianamariane.rebolledomolina@test.com, FEMENINO, 1gcpQaPl9p, 230228, 
106, Emiliano, Mamani Valdelomar, 20760445, emiliano.mamanivaldelomar@usmp.pe, MASCULINO, 40t8ZveVxV, 230820, 240107
107, Arnold, Buitron Caballero, 19120479, arnold.buitroncaballero@email.com, MASCULINO, B8EuRLOuLU, 231110, 
108, Cristobal Rodrigo, Armas Serna, 18732407, cristobalrodrigo.armasserna@test.com, MASCULINO, 67ir7TrhOL, 230920, 
109, Franchesca Marcia, Huertas Farje, 81488312, franchescamarcia.huertasfarje@hotmail.com, FEMENINO, MGb39RMo2R, 231114, 
110, Emilio Eiriku, Ticlla Vera, 00193274, emilioeiriku.ticllavera@usmp.pe, MASCULINO, 0LpLfLrDns, 230816, 
111, Alonso, Bruna Cabana, 12794180, alonso.brunacabana@example.com, MASCULINO, ojVjs1ZXC0, 231115, 
112, Elmer, Ninalaya Palma, 08978905, elmer.ninalayapalma@usmp.pe, MASCULINO, yjGLoPp2Ik, 230226, 
113, Julian Isaias, Aguero Pinedo, 25832046, julianisaias.agueropinedo@example.com, MASCULINO, CQsFqwzkxE, 230509, 
114, Amelia Almendra, Maldini LLantoy, 06011128, ameliaalmendra.maldinillantoy@example.com, FEMENINO, Sm8tsF8qWx, 230602, 
115, Melani, Condori Berrocal, 39798816, melani.condoriberrocal@hotmail.com, FEMENINO, Gt2CwqHdRW, 230202, 240411
116, Andres, Aguirre Galvez, 53937484, andres.aguirregalvez@test.com, MASCULINO, x7bTcog5ff, 230131, 
117, Karim, Rivas Cabrera, 67781362, karim.rivascabrera@example.com, MASCULINO, S4EEdtkkKa, 230108, 
118, Rossmery, Ipanaque Ortiz, 94899101, rossmery.ipanaqueortiz@example.com, FEMENINO, nuv4JSdsvs, 230614, 240218
119, Shirley, Ninalaya Bernal, 59822183, shirley.ninalayabernal@test.com, FEMENINO, 9cIsDWZdks, 230601, 240225
120, Rafael Antony, Alva Aguero, 38090260, rafaelantony.alvaaguero@hotmail.com, MASCULINO, tlC5zX1kKK, 230209, 240506
121, Alberto Noel, Granados Vega, 90112652, albertonoel.granadosvega@gmail.com, MASCULINO, z16F8tUkax, 231231, 
122, Erickson Guillermo, Huertas Auccapuma, 89948412, ericksonguillermo.huertasauccapuma@usmp.pe, MASCULINO, K1662ZmZD0, 230616, 240412
123, Pablo Pedro, Barrantes Santander, 80162942, pablopedro.barrantessantander@gmail.com, MASCULINO, AtJP3YaWOT, 230125, 240328
124, Santiago Eduardo, Aiquipa Palacios, 25220120, santiagoeduardo.aiquipapalacios@gmail.com, MASCULINO, wQat5y9F09, 231011, 
125, Vanessa, Valderrama Hernandez, 04632222, vanessa.valderramahernandez@gmail.com, FEMENINO, q1cghyBNKe, 231028, 240130
126, Julian, Velarde Alvino, 43561917, julian.velardealvino@gmail.com, MASCULINO, 8N8P7FcNOj, 231015, 
127, Sebastian, Benavides Vasquez, 56657951, sebastian.benavidesvasquez@gmail.com, MASCULINO, fv1uR4OI4M, 230204, 
128, Gerardo, Salazar Leon, 77891727, gerardo.salazarleon@usmp.pe, MASCULINO, 8z9fphYu3t, 230629, 240830
129, Yuli, Yparraguirre Luna, 87296909, yuli.yparraguirreluna@test.com, FEMENINO, bo4PE6Bdos, 230507, 240403
130, Melani, Coaguila Estrada, 31747642, melani.coaguilaestrada@test.com, FEMENINO, svbfiyv4td, 230916, 
131, Eva, Castro Corrales, 99812584, eva.castrocorrales@usmp.pe, FEMENINO, 6vDREhYg7G, 230201, 
132, Mia, Viru Bustamante, 34430313, mia.virubustamante@example.com, FEMENINO, jWRODspUEI, 230731, 240329
133, Angelina, Rivera Altamirano, 89935834, angelina.riveraaltamirano@gmail.com, FEMENINO, MzBxlOSApP, 230718, 
134, Gladys, Ipanaque Montalvan, 43291023, gladys.ipanaquemontalvan@gmail.com, FEMENINO, iIWt9sB3Jo, 230414, 240326
135, Dayana, Alegre Alva, 88998295, dayana.alegrealva@email.com, FEMENINO, ps8z2zMuXU, 230616, 240717
136, Almendra Nicole, Bravo Villalobos, 81624279, almendranicole.bravovillalobos@hotmail.com, FEMENINO, qFPgzfIjX2, 230205, 
137, Jean, Caceres Alegria, 68608577, jean.caceresalegria@example.com, MASCULINO, vVVpSxECWc, 230518, 
138, Angel, Vasquez Casma, 07579386, angel.vasquezcasma@usmp.pe, MASCULINO, vtRMnvhZBy, 230201, 240317
139, Jahaira Fabiola, Campos Arpasi, 70502405, jahairafabiola.camposarpasi@gmail.com, FEMENINO, nWSL5MPGPN, 230313, 
140, Ignacio Hernando, Pastrana Aguero, 95608230, ignaciohernando.pastranaaguero@hotmail.com, MASCULINO, xy7s84h42Y, 230315, 240125
141, Rodrigo Ignacio, Amancay Anco, 06797188, rodrigoignacio.amancayanco@example.com, MASCULINO, KSjnC81nWn, 230308, 
142, Ana Nikol, Aliaga Llanque, 70725029, ananikol.aliagallanque@usmp.pe, FEMENINO, ykQPLKya4a, 230802, 
143, Emiliano Miguel, Aguero Hernandez, 14785979, emilianomiguel.aguerohernandez@gmail.com, MASCULINO, 2cXM7uv78O, 230305, 240420
144, Adriano Fabricio, Mautino Alba, 27407849, adrianofabricio.mautinoalba@email.com, MASCULINO, tKJNu09r1h, 230105, 
145, Antony, Altamirano Rengifo, 98066340, antony.altamiranorengifo@gmail.com, MASCULINO, Uu9XXcEUl7, 230713, 241107
146, Deivis Miguel, Bernardo Melendez, 79420848, deivismiguel.bernardomelendez@usmp.pe, MASCULINO, I2yGCDkDYh, 231108, 240425
147, Roxana, Alegre Aiquipa, 39477434, roxana.alegreaiquipa@hotmail.com, FEMENINO, samtRfj1OJ, 230314, 240808
148, Oscar Wilder, Cano Bances, 48824619, oscarwilder.canobances@hotmail.com, MASCULINO, rtXdrk8Mub, 230908, 
149, Patrick, Pastrana Baldoceda, 21251668, patrick.pastranabaldoceda@hotmail.com, MASCULINO, xGe8DmitZt, 230506, 
150, Manuel Alejandro, Granados Estrada, 33473456, manuelalejandro.granadosestrada@example.com, MASCULINO, rHHb3cyyh7, 230131, 
151, Claudio, Balcazar Viru, 83601395, claudio.balcazarviru@usmp.pe, MASCULINO, TDrnqgSdk9, 230928, 
152, Paola, Briceno Vilcayauri, 38687941, paola.bricenovilcayauri@usmp.pe, FEMENINO, mKrzxEkmfq, 230220, 
153, Mario, Calderon Delgado, 12391931, mario.calderondelgado@usmp.pe, MASCULINO, dKl9yrogG3, 231001, 240203
154, Angelina Valeria, Abanto Bautista, 94129787, angelinavaleria.abantobautista@hotmail.com, FEMENINO, K0gSWqxhVZ, 230507, 240119
155, Osvaldo, Benavides Bustamante, 08243462, osvaldo.benavidesbustamante@hotmail.com, MASCULINO, 5FzJFPf5Nb, 230506, 
156, Samantha, Amodeo Pastrana, 27382939, samantha.amodeopastrana@usmp.pe, FEMENINO, fFKydUgixk, 230728, 
157, Omar, Vilchez Aquino, 48327410, omar.vilchezaquino@test.com, MASCULINO, 9AtGnxXqt0, 230520, 
158, Giomar Logan, Cordova Salas, 65194004, giomarlogan.cordovasalas@gmail.com, MASCULINO, 7EdCBZj1cs, 230419, 240209
159, Julia, Santander Sangama, 99510795, julia.santandersangama@gmail.com, FEMENINO, riuY0pExD1, 230908, 240314
160, Elvira Geraldine, Nivardo Lucero, 24784819, elvirageraldine.nivardolucero@email.com, FEMENINO, OHFpweJ5nt, 230211, 240416
161, Rous Mercedes, Loayza Paredes, 25809298, rousmercedes.loayzaparedes@example.com, FEMENINO, NweXzg4G3Y, 230816, 240526
162, Dario Ernesto, Huaman Alegria, 64754594, darioernesto.huamanalegria@gmail.com, MASCULINO, Le8nW8iA3q, 231106, 
163, Arturo, Ayrampo Granados, 51725057, arturo.ayrampogranados@hotmail.com, MASCULINO, dvDiNiYtM4, 230707, 240507
164, Hermione Karen, Barrera Montalvo, 57424641, hermionekaren.barreramontalvo@usmp.pe, FEMENINO, BzMxZZeAtP, 230222, 240324
165, Sofia, Melendez Vilcayauri, 12885820, sofia.melendezvilcayauri@gmail.com, FEMENINO, GLkNOTzzVg, 230116, 240322
166, Franchesco, Balbin Alegre, 34576423, franchesco.balbinalegre@hotmail.com, MASCULINO, aKcRFwj5qr, 230606, 
167, Carmen, Quiroz Mendoza, 62839925, carmen.quirozmendoza@email.com, FEMENINO, uLLdNRtojs, 230831, 
168, Yitzak Osvaldo, Huamantinco Chavez, 06456391, yitzakosvaldo.huamantincochavez@hotmail.com, MASCULINO, YvDclPUAP7, 230912, 240403
169, Antonio Hernando, Serna Sangama, 17001709, antoniohernando.sernasangama@email.com, MASCULINO, kFgZMqAYiS, 231007, 240505
170, Enrique, Baca Becerra, 95669232, enrique.bacabecerra@usmp.pe, MASCULINO, tczZHTqHcG, 231031, 
171, Yonatan Julio, Tarazona Berrocal, 52547445, yonatanjulio.tarazonaberrocal@hotmail.com, MASCULINO, yey93EvG3V, 231118, 
172, Kiara Nikol, Campos Garcia, 50871779, kiaranikol.camposgarcia@hotmail.com, FEMENINO, Ly3x4ubecV, 230510, 
173, Logan, Silva Acha, 86820226, logan.silvaacha@gmail.com, MASCULINO, BK9A66hfxP, 231014, 241108
174, Fabiola Mirella, Lucero Quiroz, 02647968, fabiolamirella.luceroquiroz@usmp.pe, FEMENINO, 9HDQ7ZNmRR, 230816, 
175, Elena, Huaman Huarcaya, 86915786, elena.huamanhuarcaya@usmp.pe, FEMENINO, 0x2yPGdjmB, 230425, 
176, Leydi Carolina, Leon Aguero, 33559373, leydicarolina.leonaguero@test.com, FEMENINO, U23uSyFckl, 230406, 
177, Hernando Jeffer, Carrascal Torres, 24621190, hernandojeffer.carrascaltorres@gmail.com, MASCULINO, rnKkNoAF5Y, 230424, 240517
178, Aurora Mirella, Coaguila Espinoza, 58159225, auroramirella.coaguilaespinoza@gmail.com, FEMENINO, 3cYPqsML8d, 230818, 240329
179, Dina Lisbeth, Arce Vega, 53459975, dinalisbeth.arcevega@hotmail.com, FEMENINO, WgiPPPmeNN, 230506, 240525
180, Erickson Isaias, Ortega Aliaga, 36361684, ericksonisaias.ortegaaliaga@hotmail.com, MASCULINO, 77Cw6tza0b, 231224, 
181, Brigitte, Montalvan Mayta, 04391909, brigitte.montalvanmayta@test.com, FEMENINO, FaBiT7oyDu, 230920, 
182, Abraham Adriano, Cuba Perez, 30937236, abrahamadriano.cubaperez@email.com, MASCULINO, 0iXzj8JLPY, 230309, 240504
183, Wilder Joel, Vilca Bertolotti, 01852761, wilderjoel.vilcabertolotti@test.com, MASCULINO, Yo0fkYijZl, 230926, 
184, Ramon Roni, Llanque Caceres, 87265224, ramonroni.llanquecaceres@gmail.com, MASCULINO, Wi6VWkjcP0, 230408, 240111
185, Annie Rosmery, Becerra Asin, 12908291, annierosmery.becerraasin@gmail.com, FEMENINO, Cp9CJM34O2, 230206, 
186, Luna Mayra, Barrios LLantoy, 94262192, lunamayra.barriosllantoy@test.com, FEMENINO, viNmdrmEMq, 230108, 240523
187, Roy, Granados Nivardo, 08376945, roy.granadosnivardo@test.com, MASCULINO, GHeBcFzUue, 231208, 240428
188, Lenin, Ugarte Ortega, 78030686, lenin.ugarteortega@email.com, MASCULINO, Ruo9uH8jbl, 230612, 
189, Ivonne, Bazan Ochoa, 16524624, ivonne.bazanochoa@usmp.pe, FEMENINO, 14FSCZy31Y, 231130, 240528
190, Carmen Angelica, Vilca Montalvo, 25630944, carmenangelica.vilcamontalvo@example.com, FEMENINO, qOpfxLDzfH, 231002, 240223
191, Igor, Quichiz Salvatierra, 64211242, igor.quichizsalvatierra@example.com, MASCULINO, XHM2KE85OW, 231112, 
192, Eder, Alegria Echeandia, 77001010, eder.alegriaecheandia@usmp.pe, MASCULINO, 9c1qB9smGN, 230606, 240423
193, Cristian Ricardo, Robles Rojas, 61056298, cristianricardo.roblesrojas@usmp.pe, MASCULINO, VQUMY4D1W7, 231101, 
194, Jean, Granados Santiago, 92330384, jean.granadossantiago@usmp.pe, MASCULINO, xyCtJTqo61, 230316, 240225
195, Richard, Balbin Asencios, 57085574, richard.balbinasencios@usmp.pe, MASCULINO, SFUonVsLbm, 230512, 
196, Fabricio, Lopez Lucero, 13796134, fabricio.lopezlucero@gmail.com, MASCULINO, iUta9TKtQ0, 231209, 
197, Fabio Franklin, Huertas Vasquez, 93174944, fabiofranklin.huertasvasquez@test.com, MASCULINO, j2nMa3RZMe, 230821, 
198, Kiara, Arrazola Vilca, 96772687, kiara.arrazolavilca@example.com, FEMENINO, 8xOrSx4Id3, 230114, 
199, Roni Gary, Arapa Arrazola, 13248455, ronigary.arapaarrazola@email.com, MASCULINO, C01eAR2cQV, 230528, 
200, Cristhian, Basurco Yllanes, 77970700, cristhian.basurcoyllanes@gmail.com, MASCULINO, ZSC8ivcF93, 230319, 240323
201, Franchesca Miriam, Bordon Alarcon, 43685663, franchescamiriam.bordonalarcon@email.com, FEMENINO, ksEBKX7Kx4, 230807, 240215
202, Richard, Viru Guerra, 99694436, richard.viruguerra@hotmail.com, MASCULINO, OPTE8yLdQF, 230306, 241123
203, Fredy Hernando, Vasquez Galvez, 17918079, fredyhernando.vasquezgalvez@test.com, MASCULINO, 0dQLn26QCt, 230222, 240228
204, Shantal Pamela, Soria Auccapuma, 40655421, shantalpamela.soriaauccapuma@email.com, FEMENINO, QjW930SMJT, 230202, 
205, Gael Ulises, Arevalo Andia, 17976011, gaelulises.arevaloandia@test.com, MASCULINO, y6bxxby9pl, 230807, 240514
206, Cristhian, Alcas Arce, 67660152, cristhian.alcasarce@example.com, MASCULINO, SzNHkUdMOl, 231224, 240316
207, Cristofer, Amaya Andrade, 75241447, cristofer.amayaandrade@test.com, MASCULINO, vxjmyJsfYT, 230730, 
208, Isaias Agustin, Reyes Andrade, 73043377, isaiasagustin.reyesandrade@test.com, MASCULINO, sPuyFZBO5t, 230716, 
209, Roxana Michelle, Quispe Granados, 83543426, roxanamichelle.quispegranados@hotmail.com, FEMENINO, AquIG8qb9O, 231216, 240511
